round,client,epoch,cls,query_count,query_correct,own_distance_sum,margin_sum
32,1,2,1,5,5,0.333166241645813,1.875978946685791
32,1,2,2,23,21,5.513100624084473,2.142911672592163
32,1,2,3,18,14,4.424631118774414,1.2267906665802002
32,1,2,4,16,15,3.633275032043457,1.4838309288024902
32,1,2,5,24,23,3.7367849349975586,4.025124549865723
32,1,2,6,9,9,1.5329790115356445,1.7078382968902588
32,1,2,7,27,26,4.242483615875244,3.8313095569610596
32,1,3,1,5,5,0.4001489281654358,2.373138666152954
32,1,3,2,23,21,5.16268253326416,2.80816650390625
32,1,3,3,18,16,4.264525890350342,2.249624729156494
32,1,3,4,16,16,2.8931212425231934,2.1849660873413086
32,1,3,5,24,24,3.2446603775024414,4.557159423828125
32,1,3,6,9,9,1.25419020652771,2.2957658767700195
32,1,3,7,27,27,4.436756134033203,3.6783804893493652
32,1,4,1,5,5,0.37323302030563354,2.067453622817993
32,1,4,2,23,22,4.854439735412598,2.906578302383423
32,1,4,3,18,17,4.241805076599121,1.7809326648712158
32,1,4,4,16,15,3.0806798934936523,1.709625244140625
32,1,4,5,24,24,2.812917470932007,4.094636917114258
32,1,4,6,9,9,1.3279449939727783,2.097282886505127
32,1,4,7,27,26,3.196385383605957,4.638978004455566
32,1,5,1,5,5,0.3777015805244446,2.1266889572143555
32,1,5,2,23,22,4.690681457519531,3.378713369369507
32,1,5,3,18,14,4.162666320800781,1.5017406940460205
32,1,5,4,16,16,2.94264554977417,2.134457588195801
32,1,5,5,24,24,3.541837215423584,4.5781402587890625
32,1,5,6,9,9,1.3706414699554443,1.8357967138290405
32,1,5,7,27,27,3.950052261352539,4.543459415435791
32,6,1,0,21,20,3.9433789253234863,4.0792236328125
32,6,1,1,23,23,2.1594347953796387,6.164826393127441
32,6,1,2,4,0,1.4408574104309082,-0.6681601405143738
32,6,1,3,14,10,3.3783936500549316,0.1598765254020691
32,6,1,4,10,6,1.9354625940322876,0.32002854347229004
32,6,1,5,31,18,6.378917694091797,-0.2753604054450989
32,6,1,7,21,17,3.1922192573547363,1.3540356159210205
32,6,2,0,21,21,3.226627826690674,3.694566011428833
32,6,2,1,23,23,2.814087390899658,4.838282585144043
32,6,2,2,4,2,1.0230000019073486,0.023307740688323975
32,6,2,3,14,10,4.517414569854736,0.47408849000930786
32,6,2,4,10,7,2.217355966567993,0.9383941888809204
32,6,2,5,31,25,6.637954235076904,2.8473103046417236
32,6,2,7,21,19,3.754027843475342,1.9999436140060425
32,6,3,0,21,21,3.4773316383361816,4.805102825164795
32,6,3,1,23,23,2.654731273651123,5.841562271118164
32,6,3,2,4,3,1.0672483444213867,0.031697094440460205
32,6,3,3,14,14,3.8780477046966553,1.4473769664764404
32,6,3,4,10,9,2.1326963901519775,1.2352391481399536
32,6,3,5,31,27,5.441983222961426,3.1571383476257324
32,6,3,7,21,20,3.159846544265747,2.8080577850341797
32,6,4,0,21,21,4.157837867736816,5.99507999420166
32,6,4,1,23,23,2.80745267868042,6.7907185554504395
32,6,4,2,4,3,1.1835306882858276,0.23006099462509155
32,6,4,3,14,11,4.112858295440674,0.8713497519493103
32,6,4,4,10,10,1.8823339939117432,1.1864659786224365
32,6,4,5,31,27,5.259593486785889,3.5668869018554688
32,6,4,7,21,20,3.0141611099243164,2.6542868614196777
32,6,5,0,21,21,4.185839653015137,5.1985392570495605
32,6,5,1,23,23,2.6942338943481445,6.883518218994141
32,6,5,2,4,4,0.9025458693504333,0.4149814248085022
32,6,5,3,14,12,3.930807113647461,1.198307991027832
32,6,5,4,10,9,2.1499695777893066,1.4001870155334473
32,6,5,5,31,31,5.024020195007324,4.537959098815918
32,6,5,7,21,21,3.103930950164795,3.221541404724121
32,2,1,0,8,4,1.2764081954956055,0.30809563398361206
32,2,1,2,25,12,5.9496564865112305,0.03171539306640625
32,2,1,4,19,15,3.8404929637908936,1.0241888761520386
32,2,1,5,29,25,4.893373489379883,2.313687801361084
32,2,1,8,23,22,4.050143241882324,2.040771007537842
32,2,1,9,18,16,2.2597975730895996,3.59197998046875
32,2,2,0,8,8,1.208862066268921,0.926173985004425
32,2,2,2,25,20,5.996214866638184,1.6036330461502075
32,2,2,4,19,18,3.23469877243042,2.0486385822296143
32,2,2,5,29,24,3.4836244583129883,3.410637378692627
32,2,2,8,23,21,3.9026591777801514,2.247283458709717
32,2,2,9,18,17,1.2023106813430786,5.081844806671143
32,2,3,0,8,8,1.3611162900924683,1.117499589920044
32,2,3,2,25,20,5.18693208694458,2.4721169471740723
32,2,3,4,19,17,3.340949535369873,2.7094509601593018
32,2,3,5,29,26,3.1820075511932373,4.843921184539795
32,2,3,8,23,22,2.9226932525634766,3.7553138732910156
32,2,3,9,18,18,1.2454864978790283,5.687314987182617
32,2,4,0,8,8,1.066158652305603,1.27522611618042
32,2,4,2,25,18,5.238160610198975,1.9373267889022827
32,2,4,4,19,17,3.713970422744751,2.5387699604034424
32,2,4,5,29,27,3.4621832370758057,4.259066581726074
32,2,4,8,23,23,2.743135452270508,3.685976505279541
32,2,4,9,18,18,1.2418224811553955,5.432521820068359
32,2,5,0,8,8,1.020988941192627,1.4540843963623047
32,2,5,2,25,21,5.223823547363281,2.4884824752807617
32,2,5,4,19,18,3.73123836517334,3.307474136352539
32,2,5,5,29,28,3.5429935455322266,4.512468338012695
32,2,5,8,23,23,2.5268988609313965,3.679351568222046
32,2,5,9,18,18,1.3526153564453125,5.108852386474609
32,17,1,2,23,18,4.948620796203613,1.2610085010528564
32,17,1,4,26,21,4.893939971923828,1.9263416528701782
32,17,1,7,21,19,2.6306262016296387,2.4470720291137695
32,17,1,8,22,19,4.0243096351623535,2.9744153022766113
